v5.5_gene	v5.3.1	v5.5	v6
Cre14.g628400	Cre14.g628400.t1.2	Cre14.g628400.t1.2	ChCC-v11030823m.g
Cre14.g628450	Cre14.g628450.t1.1	Cre14.g628450.t1.1	ChCC-v11030824m.g
Cre14.g628500	Cre14.g628500.t1.3	Cre14.g628500.t1.1	ChCC-v11030825m.g
Cre14.g628650	Cre14.g628650.t1.2	Cre14.g628650.t1.2	ChCC-v11030835m.g
Cre14.g628800	Cre14.g628800.t1.3	Cre14.g628800.t1.1	ChCC-v11030844m.g
Cre14.g628850	Cre14.g628850.t1.3	Cre14.g628850.t1.1	ChCC-v11030846m.g
Cre14.g628900	Cre14.g628900.t1.2	Cre14.g628900.t1.2	ChCC-v11030847m.g
Cre14.g628950	Cre14.g628950.t1.3	Cre14.g628950.t1.1	ChCC-v11030850m.g
Cre14.g629050	Cre14.g629050.t1.2	Cre14.g629050.t1.2	ChCC-v11030858m.g
Cre14.g629150	Cre14.g629150.t1.3	Cre14.g629150.t1.1	ChCC-v11030866m.g
Cre14.g629200	Cre14.g629200.t1.2	Cre14.g629200.t1.2	ChCC-v11030870m.g
Cre14.g629283	Cre14.g629283.t1.2	Cre14.g629283.t1.2	ChCC-v11030874m.g
Cre14.g629300	Cre14.g629300.t1.3	Cre14.g629300.t1.1	ChCC-v11030876m.g
Cre14.g629400	Cre14.g629400.t1.3	Cre14.g629400.t1.1	ChCC-v11030877m.g
Cre14.g629429	Cre14.g629429.t1.2	Cre14.g629429.t1.2	ChCC-v11030882m.g
Cre14.g629500	Cre14.g629500.t1.2	Cre14.g629500.t1.2	ChCC-v11030890m.g
Cre14.g629550	Cre14.g629550.t1.2	Cre14.g629550.t1.2	ChCC-v11030891m.g
Cre14.g629600	Cre14.g629600.t1.3	Cre14.g629600.t1.1	ChCC-v11030894m.g
Cre14.g629650	Cre14.g629650.t1.3	Cre14.g629650.t1.1	ChCC-v11030896m.g
Cre14.g629700	Cre14.g629700.t1.3	Cre14.g629700.t1.1	ChCC-v11030897m.g
Cre14.g629750	Cre14.g629750.t1.3	Cre14.g629750.t2.1	ChCC-v11030898m.g
Cre14.g629800	Cre14.g629800.t1.2	Cre14.g629800.t1.2	
Cre14.g630000	Cre14.g630000.t1.2	Cre14.g630000.t1.2	ChCC-v11030911m.g
Cre14.g630050	Cre14.g630050.t1.3	Cre14.g630050.t1.1	ChCC-v11030912m.g
Cre14.g630150	Cre14.g630150.t1.3	Cre14.g630150.t1.1	ex.Cre14.g630150.t1.1.g
Cre14.g630200	Cre14.g630200.t1.2	Cre14.g630200.t2.1	ChCC-v11030925m.g
Cre14.g630250	Cre14.g630250.t1.3	Cre14.g630250.t1.1	ChCC-v11030926m.g
Cre14.g630350	Cre14.g630350.t1.3	Cre14.g630350.t1.1	ChCC-v11030928m.g
Cre14.g630400	Cre14.g630400.t1.2	Cre14.g630400.t1.2	ChCC-v11030930m.g
Cre14.g630450	Cre14.g630450.t1.3	Cre14.g630450.t1.1	ChCC-v11030931m.g
Cre14.g630500	Cre14.g630500.t1.2	Cre14.g630500.t1.2	ChCC-v11030932m.g
Cre14.g630600	Cre14.g630600.t1.3	Cre14.g630600.t1.1	ChCC-v11030936m.g
Cre14.g630650	Cre14.g630650.t1.2	Cre14.g630650.t1.2	ChCC-v11030937m.g
Cre14.g630700	Cre14.g630700.t1.2	Cre14.g630700.t1.2	ChCC-v11030939m.g
Cre14.g630950	Cre14.g630950.t1.2	Cre14.g630950.t1.2	ChCC-v11030969m.g
Cre14.g630982	Cre14.g630982.t1.2	Cre14.g630982.t1.2	
Cre14.g631000	Cre14.g631000.t1.2	Cre14.g631000.t1.1	ChCC-v11030971m.g
Cre14.g631050	Cre14.g631050.t1.3	Cre14.g631050.t1.1	ChCC-v11030972m.g
Cre14.g631100	Cre14.g631100.t1.3	Cre14.g631100.t1.1	
Cre14.g631150	Cre14.g631150.t1.3	Cre14.g631150.t2.1	ChCC-v11030978m.g
Cre14.g631200	Cre14.g631200.t1.2	Cre14.g631200.t1.2	ChCC-v11030981m.g
Cre14.g631250	Cre14.g631250.t1.3	Cre14.g631250.t1.1	ChCC-v11030985m.g
Cre14.g631300	Cre14.g631300.t1.2	Cre14.g631300.t1.2	ChCC-v11030986m.g
Cre14.g631350	Cre14.g631350.t1.3	Cre14.g631350.t1.1	ChCC-v11030989m.g
Cre14.g631400	Cre14.g631400.t1.3	Cre14.g631400.t1.1	ChCC-v11030997m.g
Cre14.g631451	Cre14.g631450.t1.3	Cre14.g631451.t1.1	
Cre14.g631500	Cre14.g631500.t1.3	Cre14.g631500.t1.1	
Cre14.g631550	Cre14.g631550.t1.3	Cre14.g631550.t1.1	ChCC-v11031005m.g
Cre14.g631575	Cre14.g631575.t1.2	Cre14.g631575.t1.2	
Cre14.g631600	Cre14.g631600.t1.2	Cre14.g631600.t1.2	ChCC-v11031008m.g
Cre14.g631650	Cre14.g631650.t1.3	Cre14.g631650.t1.1	ChCC-v11031009m.g
Cre14.g631701	Cre14.g631700.t1.3	Cre14.g631701.t1.1	ChCC-v11031011m.g
Cre14.g631750	Cre14.g631750.t1.3	Cre14.g631750.t1.1	ChCC-v11031013m.g
Cre14.g631800	Cre14.g631800.t1.2	Cre14.g631800.t1.2	ChCC-v11031017m.g
Cre14.g631850	Cre14.g631850.t1.2	Cre14.g631850.t1.2	ChCC-v11031019m.g
Cre14.g631900	Cre14.g631900.t1.2	Cre14.g631900.t1.2	ChCC-v11031024m.g
Cre14.g631950	Cre14.g631950.t1.2	Cre14.g631950.t1.2	ChCC-v11031026m.g
Cre14.g632000	Cre14.g632000.t1.3	Cre14.g632000.t1.1	ChCC-v11031027m.g
Cre14.g632050	Cre14.g632050.t1.2	Cre14.g632050.t1.2	ChCC-v11031029m.g
Cre14.g632100	Cre14.g632100.t1.3	Cre14.g632100.t1.1	ChCC-v11031031m.g
Cre14.g632250	Cre14.g632250.t1.3	Cre14.g632250.t1.1	ChCC-v11031037m.g
Cre14.g632300	Cre14.g632300.t1.3	Cre14.g632300.t1.1	ChCC-v11031040m.g
Cre14.g632350	Cre14.g632350.t1.1	Cre14.g632350.t1.1	ChCC-v11031041m.g
Cre14.g632400	Cre14.g632400.t1.3	Cre14.g632400.t1.1	ChCC-v11031047m.g
Cre14.g632450	Cre14.g632450.t1.3	Cre14.g632450.t1.1	ChCC-v11031052m.g
Cre14.g632550	Cre14.g632550.t1.2	Cre14.g632550.t1.2	ChCC-v11031063m.g
Cre14.g632600	Cre14.g632600.t1.1	Cre14.g632600.t1.1	ChCC-v11031065m.g
Cre14.g632650	Cre14.g632650.t1.3	Cre14.g632650.t1.1	ChCC-v11031068m.g
Cre14.g632700	Cre14.g632700.t1.3	Cre14.g632700.t1.1	ChCC-v11031070m.g
Cre14.g632750	Cre14.g632750.t1.3	Cre14.g632750.t1.1	ChCC-v11031072m.g
Cre14.g632860	Cre14.g632860.t1.2	Cre14.g632860.t1.2	ChCC-v11031092m.g
Cre14.g632900	Cre14.g632900.t1.2	Cre14.g632900.t1.2	ex.Cre14.g632900.t1.2.g
Cre14.g632950	Cre14.g632950.t1.2	Cre14.g632950.t1.2	ChCC-v11031097m.g
Cre14.g633000	Cre14.g633000.t1.2	Cre14.g633000.t1.2	ChCC-v11031100m.g
Cre14.g633050	Cre14.g633050.t1.3	Cre14.g633050.t1.1	ChCC-v11031102m.g
Cre14.g633100	Cre14.g633100.t1.2	Cre14.g633100.t1.2	ChCC-v11031103m.g
Cre14.g633150	Cre14.g633150.t1.3	Cre14.g633150.t1.1	ChCC-v11031104m.g
Cre14.g633200	Cre14.g633200.t1.3	Cre14.g633200.t2.1	
Cre14.g633250	Cre14.g633250.t1.2	Cre14.g633250.t1.2	ChCC-v11031112m.g
Cre14.g633400	Cre14.g633400.t1.3	Cre14.g633400.t1.1	ChCC-v11031119m.g
Cre14.g633425	Cre14.g633423.t1.2	Cre14.g633425.t1.1	
Cre14.g633450	Cre14.g633450.t1.2	Cre14.g633450.t1.2	ChCC-v11031121m.g
Cre14.g633600	Cre14.g633600.t1.3	Cre14.g633600.t1.1	ChCC-v11031126m.g
Cre14.g633700	Cre14.g633700.t1.2	Cre14.g633700.t1.2	ChCC-v11031130m.g
Cre14.g633750	Cre14.g633750.t1.3	Cre14.g633750.t1.1	ChCC-v11031134m.g
Cre14.g633789	Cre14.g633789.t1.2	Cre14.g633789.t1.2	ChCC-v11031136m.g
Cre14.g633850	Cre14.g633850.t1.3	Cre14.g633850.t1.1	ChCC-v11031140m.g
Cre14.g633900	Cre14.g633900.t1.3	Cre14.g633900.t1.1	ChCC-v11031141m.g
Cre14.g633901	Cre14.g633901.t1.3	Cre14.g633901.t1.1	ChCC-v11031142m.g
Cre14.g633903	Cre14.g633903.t1.2	Cre14.g633903.t1.2	ChCC-v11031145m.g
Cre14.g633950	Cre14.g633950.t1.2	Cre14.g633950.t1.2	ChCC-v11031146m.g
Cre14.g634000	Cre14.g634000.t1.3	Cre14.g634000.t1.1	ChCC-v11031147m.g
Cre14.g634100	Cre14.g634100.t1.3	Cre14.g634100.t1.1	
Cre14.g634113	Cre14.g634113.t1.2	Cre14.g634113.t1.2	
Cre14.g634150	Cre14.g634150.t1.3	Cre14.g634150.t1.1	ChCC-v11031150m.g
Cre14.g634193	Cre14.g634200.t1.3	Cre14.g634193.t1.1	ChCC-v11031157m.g
Cre14.g634236	Cre14.g634250.t1.3	Cre14.g634236.t3.1	
Cre15.g634582	Cre15.g634550.t1.3	Cre15.g634582.t1.1	
Cre15.g634600	Cre15.g634600.t1.2	Cre15.g634600.t1.1	ChCC-v11031197m.g
Cre15.g634650	Cre15.g634650.t1.2	Cre15.g634650.t1.2	ChCC-v11031202m.g
Cre15.g634750	Cre15.g634750.t1.3	Cre15.g634750.t1.1	ChCC-v11031209m.g
Cre15.g634800	Cre15.g634800.t1.3	Cre15.g634800.t1.1	ChCC-v11031210m.g
Cre15.g634827	Cre15.g634850.t1.3	Cre15.g634827.t1.1	
Cre15.g634855	Cre15.g634855.t1.2	Cre15.g634855.t1.2	ChCC-v11031214m.g
Cre15.g635000	Cre15.g635000.t1.3	Cre15.g635000.t1.1	
Cre15.g635100	Cre15.g635100.t1.2	Cre15.g635100.t1.2	ChCC-v11031230m.g
Cre15.g635150	Cre15.g635150.t1.3	Cre15.g635150.t1.1	ChCC-v11031233m.g
Cre15.g635200	Cre15.g635200.t1.2	Cre15.g635200.t1.2	ChCC-v11031234m.g
Cre15.g635250	Cre15.g635250.t1.3	Cre15.g635250.t1.1	ChCC-v11031236m.g
Cre15.g635300	Cre15.g635300.t1.3	Cre15.g635300.t1.1	ChCC-v11031238m.g
Cre15.g635350	Cre15.g635350.t1.2	Cre15.g635350.t1.2	ChCC-v11031239m.g
Cre15.g635400	Cre15.g635400.t1.2	Cre15.g635400.t1.2	ChCC-v11031241m.g
Cre15.g635450	Cre15.g635450.t1.2	Cre15.g635450.t1.2	
Cre15.g635600	Cre15.g635600.t1.2	Cre15.g635600.t1.2	ChCC-v11031265m.g
Cre15.g635650	Cre15.g635650.t1.2	Cre15.g635650.t2.1	ChCC-v11031269m.g
Cre15.g635700	Cre15.g635700.t1.3	Cre15.g635700.t1.1	ChCC-v11031272m.g
Cre15.g635750	Cre15.g635750.t1.3	Cre15.g635750.t2.1	ChCC-v11031280m.g
Cre15.g635800	Cre15.g635800.t1.3	Cre15.g635800.t1.1	ChCC-v11031282m.g
Cre15.g635850	Cre15.g635850.t1.2	Cre15.g635850.t2.1	ChCC-v11031287m.g
Cre15.g635900	Cre15.g635900.t1.3	Cre15.g635900.t1.1	ChCC-v11031288m.g
Cre15.g635950	Cre15.g635950.t1.3	Cre15.g635950.t1.1	ChCC-v11031291m.g
Cre15.g635993	Cre15.g635993.t1.2	Cre15.g635993.t1.2	ChCC-v11031294m.g
Cre15.g636004	Cre15.g636004.t1.2	Cre15.g636004.t1.2	ChCC-v11031297m.g
Cre15.g636050	Cre15.g636050.t1.2	Cre15.g636050.t1.2	ChCC-v11031299m.g
Cre15.g636075	Cre15.g636058.t1.2	Cre15.g636075.t1.1	
Cre15.g636100	Cre15.g636100.t1.3	Cre15.g636100.t2.1	ChCC-v11031302m.g
Cre15.g636250	Cre15.g636250.t1.2	Cre15.g636250.t1.2	ChCC-v11031310m.g
Cre15.g636300	Cre15.g636300.t1.2	Cre15.g636300.t1.2	ChCC-v11031313m.g
Cre15.g636350	Cre15.g636350.t1.3	Cre15.g636350.t1.1	ChCC-v11031315m.g
Cre15.g636400	Cre15.g636400.t1.3	Cre15.g636400.t2.1	ChCC-v11031316m.g
Cre15.g636450	Cre15.g636450.t1.2	Cre15.g636450.t1.2	ChCC-v11031318m.g
Cre15.g636500	Cre15.g636500.t1.2	Cre15.g636500.t1.2	ChCC-v11031322m.g
Cre15.g636550	Cre15.g636550.t1.2	Cre15.g636550.t2.1	ChCC-v11031323m.g
Cre15.g636600	Cre15.g636600.t1.2	Cre15.g636600.t1.2	ChCC-v11031324m.g
Cre15.g636650	Cre15.g636650.t1.2	Cre15.g636650.t1.2	ChCC-v11031326m.g
Cre15.g636750	Cre15.g636750.t1.2	Cre15.g636750.t1.2	ChCC-v11031330m.g
Cre15.g636840	Cre15.g636840.t1.2	Cre15.g636840.t1.2	
Cre15.g636950	Cre15.g636950.t1.2	Cre15.g636950.t1.2	ChCC-v11031337m.g
Cre15.g637000	Cre15.g637000.t1.3	Cre15.g637000.t1.1	ex.Cre15.g637000.t1.1.g
Cre15.g637100	Cre15.g637100.t1.2	Cre15.g637100.t1.2	ChCC-v11031340m.g
Cre15.g637183	Cre15.g637200.t1.3	Cre15.g637183.t1.1	
Cre15.g637350	Cre15.g637350.t1.2	Cre15.g637350.t1.2	ChCC-v11031350m.g
Cre15.g637450	Cre15.g637450.t1.2	Cre15.g637450.t1.2	
Cre15.g637700	Cre15.g637700.t1.2	Cre15.g637700.t1.2	ex.Cre15.g637700.t1.2.g
Cre15.g637750	Cre15.g637750.t1.3	Cre15.g637750.t3.1	ChCC-v11031367m.g
Cre15.g637761	Cre15.g637761.t1.2	Cre15.g637761.t3.1	ChCC-v11031369m.g
Cre15.g637850	Cre15.g637850.t1.3	Cre15.g637850.t1.1	ChCC-v11031441m.g
Cre15.g637900	Cre15.g637900.t1.3	Cre15.g637900.t1.1	
Cre15.g638000	Cre15.g638000.t1.3	Cre15.g638000.t1.1	
Cre15.g638050	Cre15.g638050.t1.3	Cre15.g638050.t1.1	
Cre15.g638100	Cre15.g638100.t1.3	Cre15.g638100.t1.1	
Cre15.g638150	Cre15.g638150.t1.3	Cre15.g638150.t1.1	
Cre15.g638400	Cre15.g638400.t1.2	Cre15.g638400.t1.2	ChCC-v11031562m.g
Cre15.g638450	Cre15.g638450.t1.2	Cre15.g638450.t1.2	ChCC-v11031560m.g
Cre15.g638500	Cre15.g638500.t1.2	Cre15.g638500.t1.2	ChCC-v11031559m.g
Cre15.g638550	Cre15.g638550.t1.3	Cre15.g638550.t1.1	
Cre15.g638651	Cre15.g638600.t1.2	Cre15.g638651.t1.1	
Cre15.g638650	Cre15.g638650.t1.3	Cre15.g638650.t1.1	
Cre15.g638700	Cre15.g638700.t1.3	Cre15.g638700.t1.1	
Cre15.g638750	Cre15.g638750.t1.2	Cre15.g638750.t1.2	
Cre15.g638956	Cre15.g638800.t1.3	Cre15.g638956.t1.1	
Cre15.g639000	Cre15.g639000.t1.2	Cre15.g639000.t1.2	
Cre15.g639050	Cre15.g639050.t1.3	Cre15.g639050.t1.1	ChCC-v11031531m.g
Cre15.g639100	Cre15.g639100.t1.2	Cre15.g639100.t1.2	ChCC-v11031530m.g
Cre15.g639134	Cre15.g639134.t1.2	Cre15.g639134.t1.2	ChCC-v11031527m.g
Cre15.g639200	Cre15.g639200.t1.3	Cre15.g639200.t2.1	ChCC-v11031520m.g
Cre15.g639300	Cre15.g639300.t1.3	Cre15.g639300.t1.1	
Cre15.g639304	Cre15.g639304.t1.2	Cre15.g639304.t1.2	
Cre15.g639308	Cre15.g639308.t1.2	Cre15.g639308.t1.2	
Cre15.g639350	Cre15.g639350.t1.3	Cre15.g639350.t1.1	ChCC-v11031449m.g
Cre15.g639379	Cre15.g639379.t1.2	Cre15.g639379.t1.2	
Cre15.g639400	Cre15.g639400.t1.2	Cre15.g639400.t2.1	ChCC-v11031446m.g
Cre15.g639500	Cre15.g639500.t1.2	Cre15.g639500.t1.2	ChCC-v11031436m.g
Cre15.g639600	Cre15.g639600.t1.3	Cre15.g639600.t1.1	ChCC-v11031431m.g
Cre15.g639614	Cre15.g639614.t1.2	Cre15.g639614.t1.2	ChCC-v11031430m.g
Cre15.g639650	Cre15.g639650.t1.2	Cre15.g639650.t1.1	ChCC-v11031428m.g
Cre15.g639700	Cre15.g639700.t1.3	Cre15.g639700.t1.1	ChCC-v11031426m.g
Cre15.g639850	Cre15.g639850.t1.2	Cre15.g639850.t1.2	ChCC-v11031421m.g
Cre15.g639900	Cre15.g639900.t1.3	Cre15.g639900.t1.1	ChCC-v11031418m.g
Cre15.g639950	Cre15.g639950.t1.3	Cre15.g639950.t1.1	ChCC-v11031416m.g
Cre15.g640000	Cre15.g640000.t1.3	Cre15.g640000.t1.1	ChCC-v11031413m.g
Cre15.g640101	Cre15.g640050.t1.2	Cre15.g640101.t1.1	ChCC-v11031412m.g
Cre15.g640100	Cre15.g640100.t1.2	Cre15.g640100.t1.2	ChCC-v11031408m.g
Cre15.g640150	Cre15.g640150.t1.3	Cre15.g640150.t1.1	ChCC-v11031406m.g
Cre15.g640152	Cre15.g640152.t1.2	Cre15.g640152.t1.2	ChCC-v11031404m.g
Cre15.g640200	Cre15.g640200.t1.3	Cre15.g640200.t1.1	ChCC-v11031400m.g
Cre15.g640350	Cre15.g640350.t1.2	Cre15.g640350.t1.2	ChCC-v11031374m.g
Cre15.g640400	Cre15.g640400.t1.3	Cre15.g640400.t1.1	ChCC-v11031380m.g
Cre15.g640450	Cre15.g640450.t1.2	Cre15.g640450.t1.2	ChCC-v11031383m.g
Cre15.g640550	Cre15.g640550.t1.2	Cre15.g640550.t1.2	ChCC-v11031385m.g
Cre15.g640600	Cre15.g640600.t1.2	Cre15.g640600.t1.2	ChCC-v11031386m.g
Cre15.g640650	Cre15.g640650.t1.3	Cre15.g640650.t1.1	ChCC-v11031387m.g
Cre15.g640750	Cre15.g640750.t1.3	Cre15.g640750.t1.1	ChCC-v11031248m.g
Cre15.g640800	Cre15.g640800.t1.2	Cre15.g640800.t1.2	ChCC-v11031255m.g
Cre15.g640850	Cre15.g640850.t1.3	Cre15.g640850.t1.1	ChCC-v11031256m.g
Cre15.g640900	Cre15.g640900.t1.2	Cre15.g640900.t1.2	ChCC-v11031262m.g
Cre15.g641000	Cre15.g641000.t1.2	Cre15.g641000.t2.1	ChCC-v11031592m.g
Cre15.g641050	Cre15.g641050.t1.2	Cre15.g641050.t1.2	
Cre15.g641100	Cre15.g641100.t1.3	Cre15.g641100.t1.1	ChCC-v11031596m.g
Cre15.g641200	Cre15.g641200.t1.2	Cre15.g641200.t1.2	ChCC-v11031602m.g
Cre15.g641250	Cre15.g641250.t1.2	Cre15.g641250.t1.2	ChCC-v11031603m.g
Cre15.g641266	Cre15.g641300.t1.2	Cre15.g641266.t2.1	fli.orf.31.g
Cre15.g641400	Cre15.g641400.t1.1	Cre15.g641400.t1.1	ChCC-v11031616m.g
Cre15.g641451	Cre15.g641450.t1.3	Cre15.g641451.t1.1	ChCC-v11031620m.g
Cre15.g641500	Cre15.g641500.t1.2	Cre15.g641500.t1.2	
Cre15.g641527	Cre15.g641527.t1.3	Cre15.g641527.t2.1	
Cre15.g641600	Cre15.g641600.t1.2	Cre15.g641600.t1.2	ChCC-v11031621m.g
Cre15.g641700	Cre15.g641700.t1.3	Cre15.g641700.t1.1	ChCC-v11031626m.g
Cre15.g641800	Cre15.g641800.t1.2	Cre15.g641800.t1.2	ChCC-v11031628m.g
Cre15.g641875	Cre15.g641900.t1.2	Cre15.g641875.t1.1	ChCC-v11031634m.g
Cre15.g641950	Cre15.g641950.t1.3	Cre15.g641950.t1.1	ChCC-v11031639m.g
Cre15.g641976	Cre15.g641976.t1.2	Cre15.g641976.t1.2	
Cre15.g642000	Cre15.g642000.t1.2	Cre15.g642000.t1.2	ChCC-v11031641m.g
Cre15.g642800	Cre15.g642800.t1.2	Cre15.g642800.t1.2	
Cre15.g642950	Cre15.g642950.t1.2	Cre15.g642950.t1.2	ChCC-v11031983m.g
Cre15.g643000	Cre15.g643000.t1.2	Cre15.g643000.t1.2	ex.Cre15.g643000.t1.2.g
Cre15.g643050	Cre15.g643050.t1.2	Cre15.g643050.t1.2	ex.Cre15.g643050.t1.2.g
Cre15.g643388	Cre15.g643200.t1.2	Cre15.g643388.t1.1	
Cre15.g643387	Cre15.g643250.t1.2	Cre15.g643387.t1.1	
Cre15.g643385	Cre15.g643350.t1.3	Cre15.g643385.t1.1	ChCC-v11031979m.g
Cre15.g643400	Cre15.g643400.t1.2	Cre15.g643400.t1.2	
Cre15.g643499	Cre15.g643499.t1.2	Cre15.g643499.t1.2	
Cre15.g643500	Cre15.g643500.t1.3	Cre15.g643500.t1.1	ChCC-v11031962m.g
Cre15.g643550	Cre15.g643550.t1.2	Cre15.g643550.t1.2	ChCC-v11031952m.g
Cre15.g643600	Cre15.g643600.t1.2	Cre15.g643600.t1.2	ChCC-v11031948m.g
Cre15.g643700	Cre15.g643700.t1.3	Cre15.g643700.t1.1	ChCC-v11031940m.g
Cre15.g643740	Cre15.g643740.t1.2	Cre15.g643740.t1.2	
Cre15.g643750	Cre15.g643750.t1.2	Cre15.g643750.t1.2	ChCC-v11031932m.g
Cre15.g644051	Cre15.g643800.t1.3	Cre15.g644051.t1.1	ChCC-v11031930m.g
Cre15.g643850	Cre15.g643850.t1.2	Cre15.g643850.t1.2	ChCC-v11031922m.g
Cre15.g644050	Cre15.g644050.t1.3	Cre15.g644050.t1.1	
Cre16.g647500	Cre16.g647500.t1.3	Cre16.g647500.t2.1	ChCC-v11032545m.g
Cre16.g647534	Cre16.g647534.t1.2	Cre16.g647534.t1.2	ChCC-v11032548m.g
Cre16.g647550	Cre16.g647550.t1.3	Cre16.g647550.t1.1	ChCC-v11032549m.g
Cre16.g647800	Cre16.g647800.t1.3	Cre16.g647800.t1.1	ChCC-v11032556m.g
Cre16.g647850	Cre16.g647850.t1.3	Cre16.g647850.t1.1	ChCC-v11032558m.g
Cre16.g647950	Cre16.g647950.t1.3	Cre16.g647950.t1.1	ChCC-v11032561m.g
Cre16.g648000	Cre16.g648000.t1.2	Cre16.g648000.t1.2	ChCC-v11032564m.g
Cre16.g648050	Cre16.g648050.t1.2	Cre16.g648050.t1.2	
Cre16.g648100	Cre16.g648100.t1.3	Cre16.g648100.t1.1	ChCC-v11032566m.g
Cre16.g648150	Cre16.g648150.t1.3	Cre16.g648150.t1.1	ChCC-v11032570m.g
Cre16.g648200	Cre16.g648200.t1.2	Cre16.g648200.t1.2	ChCC-v11032571m.g
Cre16.g648250	Cre16.g648250.t1.3	Cre16.g648250.t1.1	ChCC-v11032574m.g
Cre16.g648300	Cre16.g648300.t1.2	Cre16.g648300.t1.2	ChCC-v11032576m.g
Cre16.g648400	Cre16.g648400.t1.3	Cre16.g648400.t1.1	ChCC-v11032581m.g
Cre16.g648500	Cre16.g648500.t1.2	Cre16.g648500.t1.2	ChCC-v11032584m.g
Cre16.g648600	Cre16.g648600.t1.3	Cre16.g648600.t1.1	ChCC-v11032586m.g
Cre16.g648650	Cre16.g648650.t1.3	Cre16.g648650.t1.1	ChCC-v11032591m.g
Cre16.g648700	Cre16.g648700.t1.2	Cre16.g648700.t2.1	ChCC-v11032593m.g
Cre16.g648750	Cre16.g648750.t1.3	Cre16.g648750.t1.1	ChCC-v11032607m.g
Cre16.g648800	Cre16.g648800.t1.1	Cre16.g648800.t1.1	ChCC-v11032609m.g
Cre16.g648850	Cre16.g648850.t1.2	Cre16.g648850.t1.2	ChCC-v11032610m.g
Cre16.g648900	Cre16.g648900.t1.1	Cre16.g648900.t1.1	ChCC-v11032611m.g
Cre16.g648950	Cre16.g648950.t1.3	Cre16.g648950.t1.1	ChCC-v11032612m.g
Cre16.g649000	Cre16.g649000.t1.3	Cre16.g649000.t1.1	ChCC-v11032614m.g
Cre16.g649050	Cre16.g649050.t1.3	Cre16.g649050.t2.1	ChCC-v11032618m.g
Cre16.g649100	Cre16.g649100.t1.2	Cre16.g649100.t1.2	ChCC-v11032621m.g
Cre16.g649150	Cre16.g649150.t1.3	Cre16.g649150.t1.1	ChCC-v11032624m.g
Cre16.g649200	Cre16.g649200.t1.2	Cre16.g649200.t1.2	ChCC-v11032626m.g
Cre16.g649250	Cre16.g649250.t1.3	Cre16.g649250.t1.1	ChCC-v11032628m.g
Cre16.g649300	Cre16.g649300.t1.2	Cre16.g649300.t1.2	ChCC-v11032630m.g
Cre16.g649350	Cre16.g649350.t1.3	Cre16.g649350.t1.1	ChCC-v11032631m.g
Cre16.g649400	Cre16.g649400.t1.2	Cre16.g649400.t1.2	ChCC-v11032632m.g
Cre16.g649500	Cre16.g649500.t1.3	Cre16.g649500.t1.1	ChCC-v11032640m.g
Cre16.g649550	Cre16.g649550.t1.3	Cre16.g649550.t1.1	ChCC-v11032642m.g
Cre16.g649600	Cre16.g649600.t1.2	Cre16.g649600.t1.2	ChCC-v11032646m.g
Cre16.g649650	Cre16.g649650.t1.1	Cre16.g649650.t1.1	ChCC-v11032650m.g
Cre16.g649700	Cre16.g649700.t1.1	Cre16.g649700.t1.1	ChCC-v11032651m.g
Cre16.g649900	Cre16.g649900.t1.1	Cre16.g649900.t1.1	ChCC-v11032659m.g
Cre16.g650000	Cre16.g650000.t1.2	Cre16.g650000.t1.2	ChCC-v11032661m.g
Cre16.g650050	Cre16.g650050.t1.2	Cre16.g650050.t1.2	ChCC-v11032662m.g
Cre16.g650100	Cre16.g650100.t1.2	Cre16.g650100.t1.2	ChCC-v11032664m.g
Cre16.g650151	Cre16.g650150.t1.3	Cre16.g650151.t1.1	ChCC-v11032666m.g
Cre16.g650200	Cre16.g650200.t1.3	Cre16.g650200.t1.1	ChCC-v11032668m.g
Cre16.g650250	Cre16.g650250.t1.2	Cre16.g650250.t1.2	ChCC-v11032670m.g
Cre16.g650300	Cre16.g650300.t1.2	Cre16.g650300.t1.2	ChCC-v11032671m.g
Cre16.g650350	Cre16.g650350.t1.3	Cre16.g650350.t1.1	ChCC-v11032672m.g
Cre16.g650400	Cre16.g650400.t1.3	Cre16.g650400.t1.1	ChCC-v11032676m.g
Cre16.g650450	Cre16.g650450.t1.2	Cre16.g650450.t1.2	ChCC-v11032677m.g
Cre16.g650500	Cre16.g650500.t1.2	Cre16.g650500.t1.2	ChCC-v11032678m.g
Cre16.g650550	Cre16.g650550.t1.2	Cre16.g650550.t1.2	ChCC-v11032679m.g
Cre16.g650600	Cre16.g650600.t1.2	Cre16.g650600.t1.2	ChCC-v11032682m.g
Cre16.g650625	Cre16.g650625.t1.3	Cre16.g650625.t1.1	ChCC-v11032683m.g
Cre16.g650650	Cre16.g650650.t1.3	Cre16.g650650.t1.1	ChCC-v11032684m.g
Cre16.g650700	Cre16.g650700.t1.3	Cre16.g650700.t1.1	ChCC-v11032685m.g
Cre16.g650750	Cre16.g650750.t1.3	Cre16.g650750.t1.1	ChCC-v11032687m.g
Cre16.g650850	Cre16.g650850.t1.2	Cre16.g650850.t1.2	
Cre16.g650900	Cre16.g650900.t1.3	Cre16.g650900.t1.1	ChCC-v11032689m.g
Cre16.g650950	Cre16.g650950.t1.3	Cre16.g650950.t1.1	ChCC-v11032691m.g
Cre16.g651000	Cre16.g651000.t1.2	Cre16.g651000.t1.2	ChCC-v11032692m.g
